image_path,taxonomy_level,labels,note,post
/home/knf792/gits/MMFC-cnotes/data/tweet_images/1411089864062242825.png,multimodal_taxonomy,"[{'reasoning': 'The post claims Flo Jo was a drug user and her nails were evidence of this. The fact-check clarifies that her nails were fake and she died from a seizure disorder.', 'label': 'label_image_text_focused:misleading_representation'}, {'reasoning': 'The image is a photograph of Flo Jo with fake nails. The post uses this image to support a false claim about her drug use.', 'label': 'label_image_text_focused:image_text_focused:context_mismatch:label_identity_mismatch'}, {'reasoning': 'The post presents the image as evidence of drug use, which is false. The fact-check directly refutes this claim.', 'label': 'label_image_text_focused:image_text_focused:denial'}, {'reasoning': 'The image is a manipulated image, as the nails are clearly fake.', 'label': 'label_visual_evidence:visual_evidence:multimodal_taxonomy:label_addition:label_manipulation'}]",Flo Jo did not die from steroid use. She had a seizure disorder and died from a seizure. Also her nails were fake. http://articles.latimes.com/1998/oct/23/sports/sp-35391,"Flo Jo, obvious drug user, had the nails. She died in her sleep at age 38 because that’s what a lifetime of drug use does to the body (and why it’s supposed to be banned from elite sports). https://t.co/H0XqT6ozh9"
/home/knf792/gits/MMFC-cnotes/data/tweet_images/1728415496939438080.png,multimodal_taxonomy,"[{'reasoning': 'The image shows Donald Trump holding a printed image of his mugshot. The post claims the Fulton County Sheriff’s Office will receive all of Trump’s mugshot fundraising cash, which is false.', 'label': 'label_image_text_focused:image_text_focused:context_mismatch:label_identity_mismatch'}, {'reasoning': 'The image is a real photograph of Trump holding a printed image of his mugshot. It is not manipulated.', 'label': 'label_visual_evidence:visual_evidence:image_focused:label_manipulation:label_none'}, {'reasoning': 'The post contains a false claim about the Fulton County Sheriff’s Office receiving funds from Trump’s mugshot, and the image is presented as evidence of this claim.', 'label': 'label_image_text_focused:image_text_focused:misleading_representation:label_other_misinterpretation_or_misleading_representation'}]","This is false.     “Fulton officials say they can’t or won’t pursue copyright protections.”    Also, “Georgia code allows anyone to receive booking photos so long as they aren’t used for extortion.”    https://www.wabe.org/trumps-campaign-is-making-millions-off-his-fulton-county-mugshot-but-who-owns-the-rights-to-the-image/  ",BREAKING: Fulton County Sheriff’s Office to get all of Trump's mugshot fundraising cash https://t.co/aBjwiyOhxD
/home/knf792/gits/MMFC-cnotes/data/tweet_images/1740723125216583680.png,multimodal_taxonomy,"[{'reasoning': 'The image depicts a large skeleton in a cave, which is presented as a recent archaeological discovery. However, the fact-check article reveals that this is an art installation, not a genuine archaeological find.', 'label': 'label_image_text_focused:image_text_focused:label_denial'}, {'reasoning': 'The post claims a scientific discovery, while the image is part of an art installation. This is a clear mismatch between the image and the claim.', 'label': 'label_image_text_focused:image_text_focused:label_context_mismatch:label_event_mismatch'}, {'reasoning': 'The image is a fabricated scene, designed to resemble a real archaeological discovery. It is not a genuine depiction of a skeleton unearthed by scientists.', 'label': 'label_image_focused:label_visual_evidence:label_image_focused:label_manipulation:label_image_replacement'}, {'reasoning': 'The post is presenting a fabricated image as evidence of a real event, which is misleading.', 'label': 'label_image_focused:label_visual_evidence:label_misleading_representation:label_other_misinterpretation_or_misleading_representation'}]",This is not an actual skeleton but an installment in an art exhibition.  https://www.reuters.com/article/idUSL2N2OD161/,@Morbidful A team of scientists is digging up the remains of a human skeleton of gigantic proportions at Khao Khanap in Southern Thailand. https://t.co/IEOCTlJNuv
/home/knf792/gits/MMFC-cnotes/data/tweet_images/1666428302540546048.png,multimodal_taxonomy,"[{'reasoning': ""The image is a screenshot of a news article from Newsweek, which discusses a bill passed by the California Senate. The post claims the California government found a crime it doesn't like, and the article details a bill that prohibits employers from requiring employees to confront shoplifters. The image is not directly related to the claim in the post, and the article provides context to refute the claim."", 'label': 'label_other_provenance_issues'}, {'reasoning': 'The image is a screenshot of a news article, and the post is a misleading claim about a California bill. The image does not provide any evidence to support the claim, and instead, it is used to distract from the actual content of the bill.', 'label': 'label_image_text_focused:image_text_focused:misleading_representation'}, {'reasoning': 'The post makes a claim about the California government finding a crime, while the image is a news article about a bill that prevents employers from requiring employees to confront shoplifters. The image does not directly address the claim in the post, and it is used to provide context that contradicts the claim.', 'label': 'label_image_text_focused:image_text_focused:context_mismatch'}]","The bill does not criminalize employees who confront shoplifters. Instead, it prohibits employers from requiring that non-security employees confront shoplifters.    https://www.hcamag.com/us/specialization/employment-law/new-bill-prevents-employers-from-mandating-workers-to-confront-shoplifters/448552",the california government finally found a crime it doesn’t like https://t.co/DpgdIoqcE6
/home/knf792/gits/MMFC-cnotes/data/tweet_images/1705700454670512128.png,multimodal_taxonomy,"[{'reasoning': 'The image is a photograph of Chris Pratt in costume as Star-Lord. It is a straightforward depiction of a person and does not contain any manipulated elements.', 'label': 'label_simple_photo'}, {'reasoning': ""The post contains a claim about Chris Pratt's water intake during training, which is presented as a factual anecdote. The fact-check verdict highlights that the claim is likely an exaggeration or error, and cites sources indicating that excessive water intake can be dangerous."", 'label': 'label_misleading_representation'}, {'reasoning': 'The post misinterprets the severity of the anecdote about water intake. The fact-check highlights that excessive water intake can be deadly, which is a significant exaggeration of the original claim.', 'label': 'label_over_estimation_of_severity'}]","This claim appears to paraphrase a Vanity Fair article, but no direct quote is provided there, and it is most likely an error or exaggeration.    https://www.vanityfair.com/hollywood/2023/09/marvel-secrets-revealed-alternate-castings-that-would-have-changed-everything    Excessive water intake can be deadly.    https://en.m.wikipedia.org/wiki/Water_intoxication    https://www.medicalnewstoday.com/articles/318623#tips","Chris Pratt says Marvel's nutritionist had him drinking ~220 glasses of water a day while training to play Star-Lord 

One glass for every pound he weighed 

“I was peeing all day long, every day. That part was a nightmare"" https://t.co/yGqjSxcfV9"
/home/knf792/gits/MMFC-cnotes/data/tweet_images/1705700454670512128.png,multimodal_taxonomy,"[{'reasoning': 'The image is a photograph of Chris Pratt in costume as Star-Lord. It is a straightforward representation of the actor and does not contain any manipulated elements or fabricated details.', 'label': 'label_simple_photo'}, {'reasoning': ""The post contains a claim about Chris Pratt's water intake during training, which is presented as a direct quote. However, the fact-check verdict indicates that the quote is likely an exaggeration or misrepresentation of information from a Vanity Fair article. The image does not directly support this claim, and the post misrepresents the source and nature of the information."", 'label': 'label_image_text_focused:image_text_focused:context_mismatch:label_identity_mismatch'}, {'reasoning': ""The post presents a potentially dangerous claim (excessive water intake) without sufficient context or warning. The image, while depicting Pratt, doesn't contribute to understanding the potential harm of this claim."", 'label': 'label_image_text_focused:image_text_focused:misleading_representation:label_scientific_errors_or_conspiracies'}, {'reasoning': ""The post is using the image to support a dubious claim about Chris Pratt's training regimen, which is not fully substantiated by the provided sources."", 'label': 'label_image_text_focused:image_text_focused:misleading_representation:label_misinterpretation_of_consequences'}]","This claim appears to paraphrase a Vanity Fair article, but no direct quote is provided there, and it is most likely an error or exaggeration.    https://www.vanityfair.com/hollywood/2023/09/marvel-secrets-revealed-alternate-castings-that-would-have-changed-everything    Excessive water intake can be deadly.    https://en.m.wikipedia.org/wiki/Water_intoxication    https://www.medicalnewstoday.com/articles/318623#tips","Chris Pratt says Marvel's nutritionist had him drinking ~220 glasses of water a day while training to play Star-Lord 

One glass for every pound he weighed 

“I was peeing all day long, every day. That part was a nightmare"" https://t.co/yGqjSxcfV9"
/home/knf792/gits/MMFC-cnotes/data/tweet_images/1709233806476009472.png,multimodal_taxonomy,"[{'reasoning': 'The image is a bar graph comparing the water usage of GPT-4 and a waterpark. The graph exaggerates the water usage of GPT-4, presenting a misleading impression of the scale of water consumption.', 'label': 'label_misleading_representation'}, {'reasoning': 'The post claims that training GPT-4 used 500 billion gallons of water, which is significantly higher than the actual figures provided in the fact-check. The image visually reinforces this inflated claim.', 'label': 'label_misleading_representation'}, {'reasoning': 'The image is a visual representation of a claim, and the claim itself is demonstrably false based on the provided fact-check.', 'label': 'label_image_text_focused:image_text_focused:context_mismatch'}, {'reasoning': 'The image is a visual representation of a claim, and the claim itself is demonstrably false based on the provided fact-check.', 'label': 'label_image_text_focused:image_text_focused:context_mismatch:label_identity_mismatch'}, {'reasoning': 'The image is a visual representation of a claim, and the claim itself is demonstrably false based on the provided fact-check.', 'label': 'label_image_text_focused:image_text_focused:context_mismatch:label_time_mismatch'}]","Microsoft, whose data centers power OpenAI, reported 1.6 billion gallons of water for all of 2022. This represents 0.00001% of US freshwater withdrawals in 2015 (281B gal per day).    Researchers have estimated that training GPT-3 consumed 185,000 gallons of water.    https://www.datacenterdynamics.com/en/news/microsofts-water-consumption-jumps-34-percent-amid-ai-boom/    https://www.usgs.gov/special-topics/water-science-school/science/total-water-use-united-states#overview    https://gizmodo.com/chatgpt-ai-water-185000-gallons-training-nuclear-1850324249","Did you know it took over 500 BILLION gallons of water to train GPT-4?

That’s nearly *ten percent* of the entire Pacific Ocean!

We are going to run out of drinkable water at this rate. https://t.co/nrCONLTKwJ"
/home/knf792/gits/MMFC-cnotes/data/tweet_images/1720772571862355968.png,multimodal_taxonomy,"[{'reasoning': ""The image shows Ella Emhoff and Kamala Harris, and the post claims Ella Emhoff raised $8M for Gaza. The fact-check clarifies that Emhoff promoted a fundraising campaign organized by the Palestinian Children's Relief Fund (PCRF)."", 'label': 'label_image_text_focused:image_text_focused:context_mismatch:label_identity_mismatch'}, {'reasoning': ""The post misrepresents the extent of Ella Emhoff's fundraising efforts, claiming she raised $8M when the fact-check indicates the campaign raised $7.7M."", 'label': 'label_image_text_focused:image_text_focused:misleading_representation:label_over_estimation_of_severity'}, {'reasoning': 'The image is a real photograph of Ella Emhoff and Kamala Harris, and the post is using it to support a claim about fundraising, but the claim itself is inflated and potentially misleading.', 'label': 'label_image_text_focused:image_text_focused:denial'}]",Emhoff promoted a fundraising campaign organized by the Palestinian Children's Relief Fund - a US-based 501c3 which promises to bring emergency healthcare to Gaza and their first cancer hospital.    It is unknown how her promotion of the campaign affected its proceeds.    https://nypost.com/2023/11/04/news/kamala-harris-stepdaughter-ella-emhoff-raising-money-for-gaza    https://instagram.com/ellaemhoff    pcrf.net    https://instagram.com/thepcrf,Kamala Harris’ stepdaughter Ella Emhoff has raised nearly $8M for Gaza on her Instagram: ‘Abhorrent’ https://t.co/d0ATwC6e3i https://t.co/0gWnqVvzij
/home/knf792/gits/MMFC-cnotes/data/tweet_images/1728445144490553344.png,multimodal_taxonomy,"[{'reasoning': 'The image shows a snippet of a research paper, and the post misrepresents the findings of the paper by stating a 60% lower cancer rate when the paper states a 40% lower rate.', 'label': 'label_image_text_focused:image_text_focused:context_mismatch:label_identity_mismatch'}, {'reasoning': 'The post presents a misleading representation of the image by stating a false claim about the cancer incidence rate.', 'label': 'label_image_text_focused:image_text_focused:misleading_representation:label_misinterpretation_of_severity'}, {'reasoning': 'The post does not provide the source of the information presented in the image, which is a critical omission.', 'label': 'label_provenance_focused:label_other_provenance_issues'}]","This post incorrectly describes the content of the image, which says that the incidence rate was 40% lower, not 60%.    The source for the excerpt is not provided. Studies have shown evidence that reduced reports of cancer among the Amish are likely due to lower screening rates.    https://onlinelibrary.wiley.com/doi/abs/10.1111/j.1748-0361.2010.00345.x","The cancer rate for Amish is 60% lower than general population. 

Why? https://t.co/mF5P2Ccc8Q"
/home/knf792/gits/MMFC-cnotes/data/tweet_images/1733494736386740224.png,multimodal_taxonomy,"[{'reasoning': 'The image shows a traffic jam in snowy conditions. The post claims that forcing Canadians to drive electric will result in people freezing to death waiting for their cars to be towed. The image does not provide any evidence to support this claim and is simply a depiction of a traffic jam, which is a common occurrence in winter weather.', 'label': 'label_other_mismatch'}, {'reasoning': 'The post makes a claim about the negative consequences of electric vehicles, while the image is a general depiction of a traffic jam, unrelated to the specific claim about electric vehicles.', 'label': 'label_misleading_representation'}, {'reasoning': ""The image is a real photograph of a traffic jam, and the post is making a false claim about the consequences of electric vehicles. The image does not support the post's argument."", 'label': 'label_denial'}]",Electric Vehicles can be pushed off the road the same as any other vehicle.    https://thetechofevs.com/can-you-push-an-electric-car-if-it-breaks-down/    EVs have several advantages in winter driving.    https://arstechnica.com/cars/2023/12/electric-vehicles-are-better-than-gas-powered-cars-in-winter-heres-why/    Modern EVs with heat pumps can generally keep passengers warm for longer than a combustion engine vehicle could while idling.    https://www.recurrentauto.com/research/cold-weather-idling-in-an-ev  ,"Our Government forcing Canadians to drive electric will result in our economy being brought down to its knees. People will freeze to death waiting for their cars to be towed. You can’t just push an electric car off the road, they need a flatbed. This Government is insane. https://t.co/fwKr1xkBpk"
/home/knf792/gits/MMFC-cnotes/data/tweet_images/1733494736386740224.png,multimodal_taxonomy,"[{'reasoning': 'The image shows a traffic jam in snowy conditions. The post claims that forcing Canadians to drive electric will result in people freezing to death waiting for their cars to be towed. The image does not provide any evidence to support this claim and is simply a depiction of a traffic jam, which is a common occurrence in winter weather.', 'label': 'label_other_mismatch'}, {'reasoning': 'The post makes a claim about the negative consequences of electric vehicles, while the image is a general depiction of a traffic jam, unrelated to the specific claim about electric vehicles.', 'label': 'label_misleading_representation'}, {'reasoning': ""The image is a real photograph of a traffic jam, and the post is making a false claim about the consequences of electric vehicles. The image does not support the post's argument."", 'label': 'label_denial'}]",Electric Vehicles can be pushed off the road the same as any other vehicle.    https://thetechofevs.com/can-you-push-an-electric-car-if-it-breaks-down/    EVs have several advantages in winter driving.    https://arstechnica.com/cars/2023/12/electric-vehicles-are-better-than-gas-powered-cars-in-winter-heres-why/    Modern EVs with heat pumps can generally keep passengers warm for longer than a combustion engine vehicle could while idling.    https://www.recurrentauto.com/research/cold-weather-idling-in-an-ev  ,"Our Government forcing Canadians to drive electric will result in our economy being brought down to its knees. People will freeze to death waiting for their cars to be towed. You can’t just push an electric car off the road, they need a flatbed. This Government is insane. https://t.co/fwKr1xkBpk"
/home/knf792/gits/MMFC-cnotes/data/tweet_images/1738120363576307712.png,multimodal_taxonomy,"[{'reasoning': ""The image depicts a Hyperloop train in operation, which is not affiliated with Elon Musk's company, Hyperloop One. The post claims that Hyperloop One is shutting down, but the image shows a functioning Hyperloop system."", 'label': 'label_identity_mismatch'}, {'reasoning': ""The image is a promotional render of a Hyperloop system, not a real-world depiction of Hyperloop One's operations or assets being sold off."", 'label': 'label_other_mismatch'}, {'reasoning': ""The image is a fabricated representation of a Hyperloop system, not a real-world image of Hyperloop One's assets or operations."", 'label': 'label_image_focused'}, {'reasoning': ""The image is a manufactured representation of a Hyperloop system, not a real-world image of Hyperloop One's assets or operations."", 'label': 'label_AI_generated'}]","The company is called Hyperloop One and was not founded or managed by Elon Musk. It pursued the Hyperloop concept, which was made famous by Musk.    https://tracxn.com/d/companies/hyperloop-one/__u6TAZoQmYJ7RoBI4N54QXfpwxG378HXi1JSmkq-B_0g    https://fortune.com/2023/12/21/hyperloop-one-shut-down-richard-branson-dp-world-transportation/  ","Elon Musk's company Hyperloop, which built vacuum tunnels for high-speed trains, is shutting down - Bloomberg

Hyperloop One built a small test tunnel near Las Vegas and first tested its high-speed train with passengers on board in 2020. 

Now the test track, all assets and equipment are trying to be sold. The Los Angeles office has already been closed. 

At the beginning of 2022, the company employed more than 200 people. Most of them were fired."
/home/knf792/gits/MMFC-cnotes/data/tweet_images/1753026199750938624.png,multimodal_taxonomy,"[{'reasoning': 'The fact-check verdict explicitly states that the image was created with artificial intelligence, indicating a manipulation of the image.', 'label': 'label_AI_generated'}, {'reasoning': 'The image is a fabricated artwork, not a genuine depiction of a real event or person.', 'label': 'label_forgery'}, {'reasoning': ""The post is simply sharing an image without providing any context or verification, and the fact-check highlights the image's artificial origin."", 'label': 'label_other_provenance_issues'}]",This image was created with artificial intelligence.    https://www.mcafee.com/blogs/privacy-identity-protection/ai-in-the-hands-of-cybercriminals-how-to-spot-fake-art-and-deepfakes/,@interesting_aIl Incredible snow art! 🖼️ https://t.co/bk9daxsIgW
/home/knf792/gits/MMFC-cnotes/data/tweet_images/1766980433680719872.png,multimodal_taxonomy,"[{'reasoning': 'The post claims John Cena was naked at the Oscars, while the fact-check reveals he wore adhesive underpants. The image shows a man in a tuxedo with a visible area covered by skin-colored underpants, which is the actual situation.', 'label': 'label_image_text_focused:image_text_focused:label_identity_mismatch'}, {'reasoning': 'The post presents a false claim about the image, misrepresenting the situation at the Oscars.', 'label': 'label_image_text_focused:image_text_focused:label_misinterpretation_of_consequences'}, {'reasoning': ""The image is a real photograph of an event, but the post's claim about the event is false."", 'label': 'label_image_text_focused:image_text_focused:label_denial'}]","No, John Cena did not appear naked at the Oscars. He wore skin-colored &quot;adhesive underpants&quot; that covered his pubic area and buttocks but left his thighs exposed.     https://www.thesun.co.uk/tvandshowbiz/26572322/john-cena-naked-oscars-jimmy-kimmel-streaker/","Yep, Cena’s actually naked #OSCAR https://t.co/SDh4kie5FO"
/home/knf792/gits/MMFC-cnotes/data/tweet_images/1787868946093514752.png,multimodal_taxonomy,"[{'reasoning': 'The fact-check verdict explicitly states that the image is AI-generated and does not depict Xiaozhai Tiankeng, indicating a manipulation of visual evidence.', 'label': 'label_addition'}, {'reasoning': 'The image is a fabricated representation of a natural phenomenon, not a genuine depiction of the location described in the post.', 'label': 'label_AI_generated'}, {'reasoning': 'The image is presented as evidence to support a claim about a real place, but it is entirely fabricated.', 'label': 'label_image_focused'}, {'reasoning': 'The post describes a real place, but the image is not of that place, creating a mismatch between the text and the visual evidence.', 'label': 'label_image_text_focused'}, {'reasoning': 'The image is used to mislead the audience into believing it represents a real location and phenomenon.', 'label': 'label_misleading_representation'}]","The information in the post is mostly correct, but the image is AI-generated and does not show Xiaozhai Tiankeng. The picture has already been used for numerous viral posts about “The deepest hole in Russia” and similar topics.    https://www.bbc.com/reel/video/p0crc7bb/china-s-huge-and-mysterious-xiaozhai-tiankeng-sinkhole    https://lens.google.com/search?ep=gsbubb&amp;hl=de&amp;re=df&amp;p=AbrfA8p9GsfTTh9UZarteIMP_Q6Ym2XnoRqtPccdsX_7NrKbWnxyaKdE62HXo_CsHJ-t7BH0Pec81cXGc0PMgJbApM6p_nqwFnJgdNK64DeZvJDPFGNhggOSNOEY9_DUAZCrOrYROzFMAqTyhFSKD-MK-b0s3hlod8oeshmWqpePcCCLkTqB8xlRLJ66XbTx8vKgy74bA_InWjIh2w%3D%3D#lns=W251bGwsbnVsbCxudWxsLG51bGwsbnVsbCxudWxsLDEsbnVsbCxudWxsLG51bGwsW1tudWxsLG51bGwsbnVsbCxudWxsLDE2MF0sW11dLG51bGwsbnVsbCxudWxsLFtudWxsLG51bGwsW251bGwsWzAsMCwxMDAwMDAsMTAwMDAwXV1dXQ==","The deepest and largest natural well on the planet is called Xiaozhai Tiankeng. It is located in Fengjie, Chonqinun Municipality.

This amazing well is completely natural and reaches a depth of 662 meters, with a length of 626 meters and a width of 537 meters. But what’s most striking isn’t just its dimensions or its almost-vertical walls, but the explosion of life it houses.

Xiaozhai Tiankeng is what geologists call a sinkhole or ditch, a depression of the land generated, among other factors, by the effect of water. In this case, it was formed on top of a cave and houses an underground river measuring a total of 8.5 kilometers and flows into a spectacular waterfall. Its enormous size makes it the sinkhole of its kind, known as tiankeng, the largest and deepest in the world.

Besides its size, Xiaozhai Tiankeng impresses by the biodiversity it houses inside. Its base is so large that it houses nearly 1,300 plant species, like ginkgo, and wild animals. Among the most fascinating ""tenants"" who stroll through their underground forest, stands out the nebula panther (Neofelis nebulosa), an unmistakable fur cat that reaches 1.1 meters and usually rests in trees.

This tiankeng lies in a vast karstic area of 280 km2 formed by limestone. Experts believe the sinkhole, which is between 511 and 662 meters deep, has taken shape over the last 128,000 years. For much of its history, until the roof of the cave collapsed, it was a massive underground cave. 

There are also other remarkably sized tiankengs, such as Dashiwei, located across China. Curiously, despite its size, Xiaozhai Tiankeng began studying relatively recently, although the local people have known him since ancient times."
/home/knf792/gits/MMFC-cnotes/data/tweet_images/1793402798614487040.png,multimodal_taxonomy,"[{'reasoning': ""The image shows a man in a graduation gown, which is a visual representation of earning a degree. However, the fact-check reveals that this is an honorary degree, not a PhD, and the post falsely claims he was 'secretly working on a PhD'."", 'label': 'label_image_text_focused:image_text_focused:context_mismatch:label_identity_mismatch'}, {'reasoning': ""The post makes a specific claim about Marques Brownlee's academic pursuits, while the image simply depicts a graduation ceremony. The image does not provide evidence to support the claim."", 'label': 'label_image_text_focused:image_text_focused:context_mismatch:label_identity_mismatch'}, {'reasoning': 'The image is a real photograph of a person in a graduation gown, but the post misrepresents the nature of the degree received.', 'label': 'label_image_text_focused:image_text_focused:context_mismatch:label_identity_mismatch'}]",Marques Brownlee was not „secretly working on a PhD“. He was awarded an honorary Doctor of Business Administration degree by the Stevens Institute of Technology. He received it on 22 May 2024 and addressed the 2024 undergraduate class.    https://www.stevens.edu/news/youtube-star-marques-brownlee-aka-mkbhd-to-deliver-2024-commencement-address,Today we learned Marques Brownlee was secretly working on a PHD. https://t.co/SC4KBDxe9w
/home/knf792/gits/MMFC-cnotes/data/tweet_images/1813585239479816192.png,multimodal_taxonomy,"[{'reasoning': 'The image is a manipulated screenshot of Xi Jinping, taken out of context and presented as evidence of a stroke. The original context shows him drinking tea during a meeting.', 'label': 'label_addition'}, {'reasoning': ""The image is presented as evidence to support a claim about Xi Jinping's health, but it is a manipulated screenshot taken out of context."", 'label': 'label_image_text_focused'}, {'reasoning': ""The image is a manipulated screenshot, and the post uses it to mislead the audience about Xi Jinping's health."", 'label': 'label_denial'}, {'reasoning': 'The image is a manipulated screenshot, and the post uses it to promote a false narrative about Xi Jinping.', 'label': 'label_image_focused'}, {'reasoning': ""The image is a manipulated screenshot, and the post uses it to create a misleading representation of Xi Jinping's health."", 'label': 'label_misleading_representation'}]",Misleading. The pictures used are from the closing session of the National People's Congress in March 2024.    https://www.dailymail.co.uk/news/article-13183627/Chinese-President-Xi-Jinping-annual-congress-communist-party.html ,"🔥NEWS: MOST POWERFUL PERSON on the planet may have suffered a stroke!

It's not the @POTUS who is limited by the constitution. It's China's ruler XiJinPing. Various outlets out of China report that Xi JinPing has reportedely suffered astroke!

Xi took over in 2012 and is known for having consolidated the most power in China since MaoZedong after Xi removed in 2018 term limits and extended rule in 2022 indefinitely. 

Under Xi, China's foreign policy became significantly more assertive and taking a more aggressive stance internationally, including land reclamation in the South China Sea and promotion of the Belt and Road Initiative.

Xi's government also increased repression of civil society, cracked down on ethnic minorities in Xinjiang, and tightened control over Hong Kong."
/home/knf792/gits/MMFC-cnotes/data/tweet_images/1844396786128982025.png,multimodal_taxonomy,"[{'reasoning': ""The image shows a map of houses for sale in Florida, and the post claims 'A lotta houses just went up for sale'. The fact-check verdict states that the number of houses for sale is significantly lower than claimed in the post."", 'label': 'label_image_text_focused:image_text_focused:context_mismatch:label_other_mismatch'}, {'reasoning': 'The image is a screenshot of a map, and the post is a simple statement about house sales. There is a clear mismatch between the visual evidence (the map) and the textual claim.', 'label': 'label_image_text_focused:image_text_focused:context_mismatch:label_other_mismatch'}, {'reasoning': ""The fact-check provides a link to Zillow, which shows the actual number of houses for sale, directly contradicting the post's claim."", 'label': 'label_image_text_focused:image_text_focused:context_mismatch:label_other_mismatch'}]","This is wrong. The screenshot shows all the houses that are currently for sale in this area. In the last 7 days, less than 15 new houses have been advertised in the area.    https://www.zillow.com/homes/for_sale/?searchQueryState=%7B%22isMapVisible%22%3Atrue%2C%22mapBounds%22%3A%7B%22north%22%3A27.88590409913838%2C%22south%22%3A27.76794718060304%2C%22east%22%3A-82.74855232047109%2C%22west%22%3A-82.94939613150625%7D%2C%22filterState%22%3A%7B%22sort%22%3A%7B%22value%22%3A%22globalrelevanceex%22%7D%2C%22doz%22%3A%7B%22value%22%3A%227%22%7D%7D%2C%22isListVisible%22%3Atrue%2C%22mapZoom%22%3A13%2C%22category%22%3A%22cat1%22%2C%22pagination%22%3A%7B%7D%2C%22usersSearchTerm%22%3A%22Bay%20Pines%20Saint%20Petersburg%20FL%22%7D",A lotta houses just went up for sale in Florida https://t.co/oB90ppLOc4
/home/knf792/gits/MMFC-cnotes/data/tweet_images/1482806870700081159.png,multimodal_taxonomy,"[{'reasoning': 'The image is a screenshot of a Wikipedia page, which is a direct source of information. The fact-check verdict states that the Wikipedia article does not currently contain the claim made in the post.', 'label': 'label_image_text_focused:denial'}, {'reasoning': ""The post misrepresents the information found on the Wikipedia page by stating that it claims Glenn Greenwald is 'far-right'. The fact-check verdict confirms that this is not currently the case."", 'label': 'label_image_text_focused:image_text_focused:context_mismatch:label_identity_mismatch'}, {'reasoning': 'The image is a screenshot of a webpage, and the post is referencing information from that webpage. The fact-check is correcting a misrepresentation of the information presented on the webpage.', 'label': 'label_image_text_focused:image_text_focused:context_mismatch'}]","This screenshot is of a google search with cached results. The Wikipedia article does not currently say this, and only did say it for a brief period. https://en.wikipedia.org/wiki/Glenn_Greenwald?wprov=sfti1","Wikipedia defines Glenn Greenwald as a “far-right American journalist”. So anyone who disobeys progressive orthodoxy in any capacity, irrespective of their contributions to the Left, is now automatically defined as “far-right”. https://t.co/deqNeXWWUX"
/home/knf792/gits/MMFC-cnotes/data/tweet_images/1697623490784903168.png,multimodal_taxonomy,"[{'reasoning': ""The image is a screenshot of a text document, which is a direct quote from the 2016 Republican Party Platform. The post references this platform, and the image provides evidence of the platform's stance on Puerto Rico's statehood."", 'label': 'label_other_provenance_issues'}, {'reasoning': ""The post claims DeSantis co-sponsored a bill, and the image provides a direct quote from the 2016 Republican Party Platform supporting Puerto Rico's statehood. This directly supports the claim made in the post."", 'label': 'label_image_text_focused:image_text_focused:context_mismatch:label_identity_mismatch'}, {'reasoning': 'The image is a direct quote from a document, and the post uses this quote to support its argument. There is no manipulation or fabrication of the image itself.', 'label': 'label_other_provenance_issues'}]",From the 2016 Republican Party Platform:  &quot;We support the right of the United States citizens of Puerto Rico to be admitted to the Union as a fully sovereign state.&quot;     https://www.presidency.ucsb.edu/documents/2016-republican-party-platform ,"🚨🚨🚨

Has anyone asked Ron DeSantis why he co-sponsored a bill to give statehood to Puerto Rico? It would almost certainly lead to two new Democrats in the US Senate and a permanent majority for Dems.

Why would any Republican who cares about saving our country support this??? https://t.co/B7EpDCbiXH"
/home/knf792/gits/MMFC-cnotes/data/tweet_images/1693239918783324160.png,multimodal_taxonomy,"[{'reasoning': ""The image shows a necropsy examination of mouse organs, with a focus on enlargement of the liver, spleen, kidneys, and intestines. This is presented as evidence of 'turbo cancer' induced by the vaccine, but the fact-check clarifies that the mouse was already losing weight before vaccination."", 'label': 'label_image_text_focused:image_text_focused:context_mismatch:label_identity_mismatch'}, {'reasoning': 'The image is presented as evidence to support a claim about cancer caused by the vaccine, but the fact-check explicitly states that the study did not find evidence to support this claim.', 'label': 'label_image_text_focused:image_text_focused:denial'}, {'reasoning': 'The image is manipulated to highlight the affected organs, potentially exaggerating the severity of the condition and creating a misleading impression of the impact of the vaccine.', 'label': 'label_image_focused:Manipulation:label_edit'}, {'reasoning': 'The post uses the image to create a dramatic and alarming narrative about the vaccine, without providing a balanced or accurate representation of the scientific findings.', 'label': 'label_image_text_focused:image_text_focused:misleading_representation:label_over_underestimation_of_severity'}]",The study itself says it did not find evidence proving or refuting the link with cancer.  The single mouse that got cancer was already losing weight *before* getting vaccinated.  The other mice didn't lose weight.    https://leadstories.com/hoax-alert/2023/07/fact-check-new-study-does-not-prove-pfizer-mrna-covid-19-vaccine-induces-turbo-cancer.html,"SHOCKING: New Study proves Pfizer mRNA induced turbo cancer

In a new Belgian study by Sander Eens et al. they injected 14 mice with 2 Pfizer COVID-19 mRNA vaccines.

2 days after 2nd Pfizer dose, 1/14 mice (7%) died suddenly, had turbo cancer with lymphoma infiltration of many organs: liver, kidneys, spleen, lungs & intestines.

The turbo cancer mouse had shown no clinical signs of illness before sudden death.

This is the 2nd study to show turbo cancer after Pfizer mRNA vaccination. 

These were the types of studies that Pfizer & Moderna should have performed on mice but never did.

Key point: This 14 mouse study was larger than the study done to approve COVID-19 Omicron bivalent mRNA booster shots which were given to 100s of millions of people - that study only had 8 mice.

Follow: @Covid19vaccinevictims"
